caseid,327a,327b,327d,330a,330b,330c,331a,331b,331d,332a,332b,332c,332d,332e,332f,332g,333a,333b,333c,333d,334a,334b,334c,334d,334e,334f,334g,334h,355a,355e
1239831951,2,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,2,1.0,2,2,1.0,1.0,2.0,1.0,1.0,1.0
1238391153,1,1,2.0,2,1,2,1.0,1.0,1.0,2.0,1.0,1.0,2,2,2.0,2,1,1,2,1,2,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1239677341,1,1,1.0,1,1,1,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0
1237561619,1,1,1.0,1,1,2,2.0,1.0,1.0,1.0,1.0,1.0,1,2,2.0,2,1,1,2,1,1,1.0,1,2,1.0,2.0,2.0,2.0,1.0,2.0
1246439677,1,1,1.0,2,1,1,1.0,2.0,2.0,1.0,2.0,1.0,2,2,2.0,1,1,2,2,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1245946359,2,1,1.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,2,2.0,2,2,2,2,2,2,1.0,1,2,1.0,1.0,2.0,2.0,2.0,2.0
1244579131,2,2,1.0,1,2,1,2.0,1.0,1.0,2.0,2.0,1.0,1,1,1.0,1,2,2,2,2,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1241126287,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,2,1.0,1.0,2.0,1.0,1.0,1.0
1241743255,2,1,2.0,2,2,1,2.0,1.0,1.0,2.0,1.0,1.0,2,1,2.0,1,2,2,2,2,2,1.0,1,2,2.0,2.0,2.0,1.0,2.0,2.0
1245222609,2,1,1.0,1,1,2,1.0,1.0,1.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,1,2,1.0,2.0,2.0,1.0,1.0,1.0
1239706641,2,2,1.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,1,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1239707367,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1239155767,1,1,1.0,2,1,2,2.0,1.0,1.0,1.0,1.0,2.0,2,2,1.0,2,1,1,1,1,2,1.0,1,2,1.0,1.0,2.0,2.0,1.0,1.0
1242548749,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,1.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1241067633,1,1,2.0,2,1,2,2.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,2.0
1237525365,2,1,1.0,1,2,1,1.0,1.0,1.0,2.0,1.0,1.0,2,1,2.0,1,2,2,2,1,2,1.0,1,2,1.0,1.0,2.0,1.0,2.0,2.0
1250157911,2,2,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,1,1.0,1,2,2.0,1.0,1.0,2.0,2.0,2.0
1243711257,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
1242237073,1,1,1.0,1,2,1,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2.0,2,2,2,2,2,1,1.0,2,2,1.0,1.0,1.0,1.0,2.0,2.0
1236655675,2,1,1.0,1,1,2,1.0,2.0,2.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,1,2.0,1,2,2.0,2.0,2.0,2.0,1.0,1.0
1238395021,1,1,1.0,2,1,2,1.0,1.0,1.0,1.0,1.0,2.0,1,2,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1240169421,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,2.0,1.0,1,2,2.0,1,1,1,1,1,2,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1240350755,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1,2,2.0,2,1,1,2,1,2,1.0,2,2,1.0,1.0,2.0,1.0,1.0,1.0
1236583573,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,2,2,2,2,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1238514437,1,1,2.0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2.0,1,1,1,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
1255831079,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1237646891,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1237330195,2,1,1.0,1,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,2,1,2,2,1,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1241020639,1,1,1.0,1,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,2,2,2,1,1,1.0,2,1,2.0,1.0,2.0,2.0,2.0,2.0
1244450575,1,1,1.0,1,2,1,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
1241524999,1,1,2.0,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2,2,2.0,1,1,1,1,2,2,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1239655377,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1245174127,2,2,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,1.0,2.0,2.0,1.0,2.0,2.0
1255849521,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0
1241111407,2,1,2.0,1,2,1,2.0,1.0,1.0,2.0,2.0,1.0,1,1,2.0,2,2,2,2,1,1,1.0,1,2,1.0,2.0,1.0,2.0,2.0,2.0
1238132009,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1241069317,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1242821545,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1238216385,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1232029759,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,1,1.0,1,2,1.0,1.0,2.0,2.0,2.0,2.0
1242767643,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,1.0,2.0,2,1,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,1.0,1.0,1.0,2.0
1241037897,1,1,1.0,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,2,1,2.0,2,2,2,2,2,2,1.0,1,2,1.0,1.0,1.0,1.0,2.0,2.0
1239365431,1,1,1.0,2,1,1,2.0,1.0,1.0,2.0,2.0,1.0,1,1,2.0,2,2,1,2,1,1,1.0,1,2,2.0,1.0,2.0,2.0,2.0,1.0
1239736413,2,1,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,1.0,1,1,1.0,1,1,2,2,2,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2.0
1241150727,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,2.0,2.0,1,1,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1234990657,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1232442083,2,1,1.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,2.0,2.0,2.0,1.0,2.0,2.0
1239650851,1,1,1.0,1,2,2,1.0,1.0,1.0,2.0,2.0,2.0,1,2,2.0,1,1,2,2,2,2,1.0,2,2,2.0,1.0,1.0,1.0,1.0,1.0
1255812957,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,2,2,2,2,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1240460217,2,1,2.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,1.0,1.0,2.0,1.0,2.0,2.0
1237434895,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,1.0,1.0,2,2,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0
1245174043,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1243945363,1,1,2.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1243803349,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,2.0,2.0,2.0,1.0,2.0,2.0
1237439219,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2.0,2,1,1,2,2,1,1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0
1234894013,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,2.0,2.0,1,1,2.0,2,2,2,2,2,2,1.0,2,1,1.0,1.0,1.0,1.0,2.0,2.0
1258265901,2,2,2.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,1,2,2,2,1,2,1.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0
1236141841,2,1,1.0,1,1,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,1,2,2,2,1,2.0,1,2,2.0,1.0,2.0,1.0,2.0,1.0
1236892749,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,2,1,1.0,2,2,1.0,1.0,2.0,1.0,1.0,1.0
1238324063,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1232359235,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1243765823,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,2,2,2.0,2,2,2,2,2,1,2.0,1,1,1.0,2.0,2.0,2.0,2.0,2.0
1240921211,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0
1238679123,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1237399907,2,1,2.0,1,1,2,2.0,1.0,1.0,2.0,1.0,1.0,2,1,2.0,1,2,2,2,1,2,1.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0
1240556239,2,1,2.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,1.0,2.0,2.0,2.0,2.0,2.0
1242014595,2,1,1.0,1,2,2,2.0,1.0,1.0,2.0,2.0,1.0,1,1,1.0,2,2,2,2,2,2,1.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0
1255813355,2,1,1.0,1,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1,2,2.0,2,1,2,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,2.0,2.0
1240404095,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,1,1,1,1,1.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1240431435,2,1,1.0,2,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0
1236680891,1,1,1.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,1,1,1,1,2,2.0,1,2,1.0,2.0,2.0,1.0,1.0,2.0
1240428741,2,1,1.0,2,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,1,1,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1244379387,2,1,1.0,1,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,2,2,2,2,2,2,1.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1237166713,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,1.0,1.0,2,1,2.0,2,1,2,1,1,2,1.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0
1238727093,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1237523121,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,1.0,2.0,2,2,2.0,2,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1240765531,2,1,2.0,1,2,2,1.0,1.0,1.0,2.0,1.0,1.0,2,1,1.0,1,2,2,2,1,1,2.0,1,2,1.0,2.0,2.0,2.0,2.0,2.0
1242409921,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,2.0,2.0,1,2,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
1238853943,1,1,2.0,2,1,1,2.0,1.0,1.0,2.0,1.0,1.0,2,2,1.0,2,2,1,1,1,2,1.0,1,2,-1.0,-1.0,-1.0,-1.0,2.0,2.0
1239285853,2,1,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,2.0,1,2,2.0,2.0,1.0,1.0,2.0,2.0
1239800619,1,1,2.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,2,1,1,2,1.0,2,1,1.0,2.0,2.0,1.0,1.0,1.0
1242545621,1,1,1.0,2,1,2,1.0,1.0,2.0,1.0,1.0,2.0,2,2,2.0,2,1,1,2,2,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1239967367,2,2,2.0,1,2,1,2.0,1.0,1.0,1.0,1.0,2.0,2,2,2.0,2,2,2,2,1,1,1.0,1,2,2.0,1.0,1.0,1.0,2.0,2.0
1240738573,1,1,1.0,2,1,2,2.0,1.0,1.0,1.0,2.0,1.0,1,2,2.0,1,1,1,1,1,2,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1247685607,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1240001285,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0
1236752993,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,1.0,2.0,2,1,2.0,2,1,1,1,2,1,1.0,1,2,1.0,1.0,1.0,1.0,1.0,2.0
1237858373,2,1,1.0,1,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1,2,2.0,2,2,2,2,2,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1241838411,2,2,1.0,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,2,2,2,2,1,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1235020261,2,2,1.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,2,2,2,2,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1247684153,2,1,2.0,2,2,2,2.0,1.0,1.0,2.0,1.0,1.0,2,2,2.0,2,1,1,1,1,2,1.0,1,2,2.0,1.0,1.0,2.0,2.0,2.0
1245599083,2,2,2.0,2,2,1,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1.0,2,2,2,2,2,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1240377817,2,1,1.0,1,2,2,1.0,1.0,2.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,1,1,2.0,1,2,1.0,2.0,2.0,2.0,2.0,2.0
1237756843,1,1,1.0,1,2,1,1.0,1.0,2.0,1.0,1.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,2.0,1.0,1.0,2.0
1243370103,1,1,2.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,2,1,1,1,1.0,1,2,2.0,1.0,2.0,1.0,1.0,1.0
1239481679,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,2.0,2.0,2,2,2.0,2,2,1,2,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1236988715,1,1,1.0,2,1,1,1.0,1.0,1.0,1.0,2.0,2.0,1,2,2.0,2,1,1,2,1,1,1.0,1,2,1.0,1.0,2.0,1.0,1.0,2.0
1242484613,1,1,1.0,1,2,1,1.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,1,2,1,1,1,1.0,2,2,1.0,1.0,2.0,1.0,2.0,2.0
1239197169,1,1,2.0,2,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,2.0
1242857791,2,2,1.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,1,1.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0
1234964407,1,1,2.0,1,1,1,1.0,1.0,2.0,1.0,2.0,1.0,1,1,2.0,2,1,1,2,1,1,1.0,2,2,1.0,1.0,2.0,1.0,2.0,2.0
1238878425,2,2,2.0,1,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1.0,2,2,2,2,2,1,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1238287493,2,2,2.0,2,2,2,2.0,1.0,1.0,2.0,1.0,2.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1237531087,2,1,2.0,1,1,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,1,2,2,2,1,1,1.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1237242627,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2,2,2.0,2,1,1,1,1,2,1.0,1,2,1.0,1.0,2.0,1.0,1.0,1.0
1239681393,1,1,1.0,1,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0
1242451741,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1255877109,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,1.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0
1238594717,1,1,2.0,2,1,2,1.0,2.0,2.0,1.0,2.0,1.0,2,2,2.0,2,2,2,2,1,1,1.0,1,2,1.0,1.0,1.0,1.0,-1.0,2.0
1240495173,1,1,2.0,2,1,2,1.0,2.0,2.0,1.0,1.0,1.0,1,1,2.0,2,1,1,2,1,2,1.0,1,1,1.0,1.0,1.0,1.0,2.0,2.0
1242967077,2,1,1.0,1,2,1,1.0,1.0,1.0,2.0,2.0,1.0,1,1,2.0,1,1,2,2,2,2,1.0,1,2,2.0,2.0,2.0,2.0,2.0,2.0
1242883471,2,2,2.0,1,2,2,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,1.0,1,2,2.0,1.0,2.0,2.0,2.0,2.0
1255907015,2,2,1.0,1,2,1,2.0,1.0,1.0,1.0,2.0,1.0,1,1,2.0,1,2,2,2,2,2,1.0,1,2,2.0,2.0,1.0,1.0,2.0,2.0
1236646015,1,1,2.0,2,1,2,2.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,2,1,1,1,1,2,1.0,2,2,1.0,1.0,2.0,1.0,1.0,1.0
1259387173,2,1,2.0,1,2,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,2,2,2,2,2,2.0,1,2,2.0,1.0,2.0,1.0,2.0,2.0
1232131263,1,1,1.0,2,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
1240431559,1,1,1.0,1,1,2,1.0,2.0,2.0,1.0,1.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,2.0,1.0,1.0,1.0
1242548791,2,1,1.0,1,1,1,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2,1,1,1,1,1,1.0,1,2,1.0,1.0,1.0,2.0,2.0,2.0
1235026755,1,1,1.0,2,1,1,1.0,2.0,2.0,1.0,2.0,2.0,2,2,2.0,1,1,1,1,1,1,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0
